track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,hit,era
Basketball,Guru,spotify:track:6XctydBWwAbKmizlzNZofT,0.723,0.743,5,-5.753,0,0.316,0.178,0.0,0.238,0.495,79.964,210240,4,23.36166,8,0,10
Infant Eyes,Wayne Shorter,spotify:track:3usnp7xgVuaAWp99m5mkyy,0.247,0.0119,3,-21.038,1,0.0483,0.988,0.704,0.098,0.132,77.255,414840,4,44.57116,21,0,10
Miracle,Blackmill,spotify:track:5VQdYgOMD5DunteeIWztZs,0.541,0.586,9,-10.596,1,0.0283,0.184,0.681,0.128,0.198,138.014,356091,4,27.41772,15,0,10
Somewhere In My Car,Keith Urban,spotify:track:3MFV4DgrAOXz6KURPQxRj9,0.588,0.861,10,-5.531,1,0.0395,0.00546,1.38e-05,0.0797,0.525,118.008,195973,4,30.11605,8,1,10
In Case You Didn't Know,Brett Young,spotify:track:10M2Ex445zw585Ducldzkw,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,224853,4,33.89121,10,1,10
22,Taylor Swift,spotify:track:3bIxTsfeNMO7Nt2J3EUKrA,0.658,0.729,7,-6.561,1,0.0378,0.00215,0.0013,0.0752,0.668,104.007,230133,4,23.86222,9,1,10
Love You Like A Love Song,Selena Gomez & The Scene,spotify:track:0laYHRpNTS6i8FXdupHkJ4,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453,4,52.55034,9,1,10
La voix du corps - Deep Beats Mix,Area 42,spotify:track:0h80AKQJpUuNq7Rc0YLbUs,0.89,0.641,1,-10.766,1,0.141,0.13,0.00136,0.0714,0.442,119.961,213500,4,30.50348,9,0,10
Do What U Want,Lady Gaga Featuring R. Kelly,spotify:track:5XKXMWPACPq51OiqzxenZo,0.778,0.801,9,-4.65,1,0.086,0.345,1.18e-06,0.0881,0.534,97.47,216573,4,40.90792,10,1,10
Another One Bites The Dust,Glee Cast,spotify:track:5sKuVASn4mzf7lTOUfaLVK,0.95,0.432,9,-5.457,1,0.109,0.0249,1.43e-05,0.155,0.769,109.99,180760,4,34.38839,10,1,10
No Type,Rae Sremmurd,spotify:track:4scpF6J5uMBvoh6sFB7EL1,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,200080,4,31.97926,10,1,10
Broken,lovelytheband,spotify:track:6XcfKZvJio9Z0fQy11GnNX,0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,204878,4,27.81374,9,1,10
Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,spotify:track:2rO28hRLDbsenVjeWvwqQz,0.524,0.679,6,-8.68,1,0.0435,0.583,5.79e-05,0.163,0.676,172.977,228107,4,39.94123,10,1,10
Metal Mind,Kap Kap,spotify:track:7GvZSPyWk9GC2tMAviMRAi,0.626,0.591,6,-8.438,0,0.0383,0.00399,0.765,0.163,0.458,97.0,338467,4,34.71537,12,0,10
I Do,Cardi B Featuring SZA,spotify:track:1f5PNhkNgUpvDEeZfcIlO1,0.886,0.473,7,-7.338,0,0.255,0.27,2.58e-05,0.0864,0.438,135.065,200205,4,29.44275,9,1,10
Automatic,Miranda Lambert,spotify:track:0B0y2FImat9j9MJTNRZWfW,0.591,0.703,10,-6.211,1,0.0256,0.0435,2.34e-06,0.145,0.402,95.993,247827,4,46.39937,6,1,10
Call Out My Name,The Weeknd,spotify:track:09mEdoA6zrmBPgTEN5qXmN,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3,26.01458,10,1,10
Reality,Kenny Chesney,spotify:track:0X0zDB7RqpWOIwCHGr2Whu,0.315,0.925,0,-4.507,1,0.117,0.00296,0.0642,0.114,0.415,185.305,210640,4,31.12529,10,1,10
Secreto,Anuel AA & Karol G,spotify:track:5W83ErFkO3aKAIS1WMi6u0,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,43.39184,13,1,10
Minimum Wage,Cass McCombs,spotify:track:1EDgPvKsqQJQsT5kz0b8SI,0.619,0.549,7,-9.379,1,0.0303,0.508,0.269,0.0712,0.245,112.848,187093,4,29.23248,12,0,10
Heavy Metal,Guy Clark,spotify:track:4y634suir63k45F8fyJO3F,0.741,0.323,11,-12.565,0,0.35,0.757,3.75e-06,0.634,0.43,107.571,217773,4,63.7617,9,0,10
Wish I Knew You,The Revivalists,spotify:track:2EWpa5XnAuSn0sIkSSIhYk,0.649,0.718,0,-6.593,0,0.0261,0.143,0.0713,0.124,0.718,101.034,274093,4,52.86764,9,1,10
Sippin' On Fire,Florida Georgia Line,spotify:track:0H9Q7Vzu8nYRDBZYKbtU8d,0.476,0.92,10,-3.223,1,0.0329,0.00485,1.15e-05,0.355,0.694,142.952,193640,4,29.99762,9,1,10
Ruin My Life,Zara Larsson,spotify:track:5tAa8Uaqr4VvA3693mbIhU,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,190932,4,22.48781,13,1,10
Eating the Porridge and Killing the Bears,Heavy Heavy Low Low,spotify:track:3kgalTiEDTVr5r3cZQQ6OB,0.352,0.8,9,-5.21,1,0.113,0.000985,0.000163,0.236,0.336,136.472,98253,4,48.04432,5,0,10
Still Rock & Roll,Brandon Lay,spotify:track:2mcZtBTeKfqzihAM65NbGp,0.693,0.815,8,-5.087,1,0.0284,0.0059,2.68e-06,0.29,0.646,108.051,227154,4,40.75955,13,0,10
Like You - Tere Jaisi,Garry Sandhu,spotify:track:52nWVCrdY7i1LmzpNAc8te,0.862,0.766,10,-2.531,0,0.159,0.514,1.56e-05,0.0881,0.633,97.071,190515,4,26.00637,10,0,10
Fire It Up,Damma Beatz,spotify:track:0sIBb1bILjEwri8fiV9VIP,0.679,0.606,10,-7.675,0,0.0697,0.00564,0.632,0.118,0.209,179.985,161333,4,32.67628,9,0,10
Anything Could Happen,Ellie Goulding,spotify:track:6J7fgYmvFLYTXEHSoDSjah,0.52,0.775,0,-4.174,1,0.0554,0.411,0.0,0.157,0.401,206.097,286322,4,28.38801,17,1,10
Blue Tacoma,Russell Dickerson,spotify:track:2oPCR02nduYVpj7CTfsA0d,0.455,0.897,9,-4.879,1,0.0403,0.0183,0.0,0.174,0.728,160.139,212067,4,77.51629,5,1,10
Omen,Disclosure Featuring Sam Smith,spotify:track:78EQ5LZGgviMU9k0zrqv1r,0.671,0.786,8,-4.857,1,0.14,0.115,0.0,0.363,0.621,106.057,196817,4,21.46289,9,1,10
Ima Boss,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",spotify:track:7sjwaBQ6M3aVigYfBjm1sL,0.37,0.87,5,-2.09,1,0.271,0.0415,0.0,0.604,0.331,79.092,250240,4,28.48002,13,1,10
Kodama,Alcest,spotify:track:5bHNv9KRMITaWR2puuBQdG,0.467,0.573,3,-9.266,0,0.0307,0.000917,0.788,0.341,0.248,104.938,547400,3,41.82897,14,0,10
Melissa - Live at Graspop,King Diamond,spotify:track:15K9a83BfXaHvSDvvjmGj9,0.131,0.717,9,-11.582,0,0.0733,0.0155,0.00326,0.936,0.198,157.652,390984,3,40.6378,14,0,10
Get Lucky,Daft Punk Featuring Pharrell Williams,spotify:track:69kOkLUCkxIZYexIgSG8rq,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.82e-06,0.072,0.863,116.049,369627,4,31.11689,20,1,10
Ocean Drive,Duke Dumont,spotify:track:0b6wdul3A5sQNpIOv03OxP,0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026,206320,4,52.41884,6,0,10
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy,spotify:track:2v5JTeM6hSmi5wWy7jiwrI,0.741,0.845,5,-3.568,0,0.0381,0.15,0.0,0.174,0.926,129.939,233613,4,35.24588,13,1,10
Cobra,Ital Tek,spotify:track:4bLbJuvySWOn8E25ji5ihc,0.546,0.564,1,-14.672,0,0.0585,0.00238,0.712,0.382,0.0433,171.993,248387,4,90.51845,9,0,10
Are You Metal?,Helloween,spotify:track:3cv55y6q17v5hgH4Ts6igD,0.398,0.84,2,-7.744,1,0.0512,1.69e-05,0.0722,0.318,0.231,136.408,215280,4,40.37499,10,0,10
XO,John Mayer,spotify:track:7cpCU3Denug5NGZsSpQl8v,0.431,0.377,2,-9.753,1,0.0288,0.749,0.0,0.211,0.353,173.67,213627,4,28.15176,11,1,10
From A Table Away,Sunny Sweeney,spotify:track:6WTJj7qXOh0XonzXAHUqGG,0.547,0.805,8,-4.34,1,0.0293,0.0393,1.75e-05,0.332,0.557,110.027,215333,4,27.97567,11,1,10
"Save Me, San Francisco",Train,spotify:track:7gA5OQWsvAY7HhazroFuwI,0.639,0.938,2,-2.729,1,0.0433,0.0531,0.0,0.617,0.886,112.012,249427,4,39.54707,7,1,10
Kerala Song,Hiphop Tamizha,spotify:track:1vJ1p02lecwnFnYgyzXAh2,0.523,0.947,7,-2.6,1,0.258,0.163,0.0,0.451,0.653,190.013,237552,4,15.63366,12,0,10
Pass That Shit (feat. Spinn & Taso),DJ Rashad,spotify:track:6qLsDIb6FVDWdBxZhIjHJ2,0.516,0.519,11,-10.039,0,0.403,0.0112,0.178,0.272,0.48,119.735,258024,4,58.93305,11,0,10
Paradise,Bazzi,spotify:track:0Rx0DJI556Ix5gBny6EWmn,0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,169038,4,39.86698,8,1,10
The Devil's Son,Belphegor,spotify:track:4YKECVcImdlne2qtjcUOuK,0.452,0.988,2,-4.233,1,0.213,2.53e-05,0.631,0.394,0.0927,130.324,260731,4,27.9319,8,0,10
New Rules,Dua Lipa,spotify:track:2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,25.18913,10,1,10
Akuma (feat. Rachel Mcalpine),ALEX,spotify:track:39DQfjkrW2JnVbcTdjaih4,0.81,0.652,2,-7.458,1,0.0457,0.00125,0.0622,0.08,0.565,120.004,234126,4,34.00761,10,0,10
Turn off the Lights - Radio Edit,Trevor Jackson,spotify:track:32aK4XPlafDwVImllSersn,0.595,0.647,4,-6.355,0,0.0316,0.128,0.0,0.672,0.44,62.04,209429,4,82.24373,6,0,10
Light It Up,"Marshmello, Tyga & Chris Brown",spotify:track:4Q8aDd3H6LF8t4eY7So9O8,0.81,0.625,11,-3.593,0,0.071,0.0407,1.53e-06,0.118,0.598,100.019,137448,4,29.54025,10,1,10
"Exit, Exist",After The Burial,spotify:track:3Ks0l9pRwBoobHURPrTNPs,0.329,0.926,10,-3.966,0,0.141,1.68e-05,0.746,0.0816,0.464,185.124,234834,4,24.03767,12,0,10
Hot,Young Thug Featuring Gunna,spotify:track:5Z8HZM6iQMhhqyPcCGY5g9,0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,193027,4,41.31529,9,1,10
Burning House,Cam,spotify:track:2zhk0kypGeOPsaaZcjyc14,0.728,0.253,0,-8.427,1,0.0304,0.887,1.11e-05,0.133,0.457,140.923,231333,4,63.61771,9,1,10
Brazos River Blues,Eric Bibb,spotify:track:6damla4FYTiLV6ljZPsaZw,0.664,0.384,0,-10.569,1,0.0455,0.488,0.0435,0.108,0.396,116.242,151403,3,81.75236,6,0,10
Nice Try,The Rival Mob,spotify:track:4N13JB38Fsjuag25RMBrUV,0.235,0.789,7,-7.613,1,0.0519,2.32e-06,0.92,0.192,0.324,139.35,73107,4,34.96538,4,0,10
Glow,Drake Featuring Kanye West,spotify:track:28irpKCCK9nn9DZSik2zEx,0.688,0.384,9,-8.824,0,0.375,0.2,0.0,0.708,0.432,162.097,206120,4,20.03193,11,1,10
Yo Pe - Remix,Innoss'B,spotify:track:16hivbAazfd7Li5o5WFguM,0.472,0.838,6,-3.918,0,0.161,0.13,1.52e-05,0.283,0.818,182.816,272707,3,55.94192,13,0,10
Kannala Kannala - The Melting Point of Love,Hiphop Tamizha,spotify:track:4nSwWiwtieiNmRAjy9fEXN,0.593,0.776,0,-4.343,0,0.0325,0.216,2.94e-05,0.329,0.634,81.992,215457,4,24.99648,10,0,10
How Great Is Our God,Holy Communion Instrumental Duo,spotify:track:1mDMzqQCEYLVIdPPyqiVFp,0.504,0.111,0,-17.733,0,0.0433,0.97,0.924,0.111,0.191,130.487,221820,4,35.85664,11,0,10
Smoke A Little Smoke,Eric Church,spotify:track:2uZhNjlUQ9mnt0rS7hcAgF,0.77,0.641,10,-6.077,0,0.035,0.0206,0.00023,0.106,0.639,96.98,191333,4,53.1056,7,1,10
Sunshine & Whiskey,Frankie Ballard,spotify:track:6aNwDe5YH5YUPlpHkku52w,0.67,0.737,9,-6.794,1,0.0434,0.223,0.0,0.325,0.754,92.983,182400,4,38.58872,8,1,10
Oatmeal,Cass McCombs,spotify:track:5ewShVghjkFCiyNO71CmYe,0.45,0.915,5,-5.935,1,0.0687,0.00336,0.00301,0.0346,0.582,116.17,153933,4,19.72323,8,0,10
Straighthate,Sepultura,spotify:track:7LsDbWXwOkgpbEgwitBT1j,0.263,0.856,9,-6.095,1,0.0964,0.000778,0.6,0.268,0.129,155.134,321627,4,27.66846,13,0,10
Bottoms Up,Trey Songz Featuring Nicki Minaj,spotify:track:2IpGdrWvIZipmaxo1YRxw5,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,242013,4,37.4138,11,1,10
Hands To Myself,Selena Gomez,spotify:track:1LoriJC05IrHIDwj3q0KC1,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,200680,4,56.37931,8,1,10
Good Time,Owl City & Carly Rae Jepsen,spotify:track:1kPpge9JDLpcj15qgrPbYX,0.56,0.872,3,-4.269,1,0.14,0.0239,7.52e-06,0.371,0.681,126.053,205933,4,45.91518,10,1,10
Kuggnäs - 214,Völund Smed,spotify:track:77pdRcuYPyYK5LRefEDGjs,0.458,0.957,1,-4.486,1,0.083,0.00645,0.0,0.335,0.545,150.046,222227,4,48.23724,7,0,10
Raggarlåten - Acoustic version,Sofie Svensson,spotify:track:5LoYFUEX9t151eb3A2eW0y,0.561,0.445,4,-7.569,1,0.0556,0.506,0.0,0.113,0.73,162.566,164746,4,37.50495,8,0,10
All Girls Are The Same,Juice WRLD,spotify:track:4VXIryQMWpIdGgYR4TrjT1,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4,59.66669,7,1,10
Side To Side,Ariana Grande Featuring Nicki Minaj,spotify:track:1FYLqciy2MckeKgTvOCawO,0.515,0.865,6,-4.065,0,0.161,0.0251,5.59e-05,0.971,0.372,158.053,260519,4,38.33258,15,1,10
Blood Walk,Cabaret Nocturne,spotify:track:2MgPVcBvbw9y9R8tC3aH5q,0.724,0.786,7,-9.393,1,0.0483,0.0138,0.85,0.111,0.0382,109.996,424500,4,18.18933,14,0,10
Floor & More,Ronny Jordan,spotify:track:3QXSboWfPXuY6XpAJfGSXe,0.782,0.422,10,-7.691,0,0.0512,0.541,0.772,0.107,0.701,90.861,304040,4,52.31607,11,0,10
It's You,Ali Gatie,spotify:track:5DqdesEfbRyOlSS3Tf6c29,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4,67.42189,9,1,10
I Made a Mistake,Harold Burrage,spotify:track:6i1xBAmezSnb0gkjHpFySv,0.51,0.431,8,-10.048,0,0.118,0.503,0.0,0.182,0.77,86.959,117200,3,31.13751,6,0,10
Glint,Deafheaven,spotify:track:2x5OP2zk25OLNuErjOinfY,0.213,0.966,7,-5.3,0,0.0863,1.06e-05,0.878,0.142,0.143,94.388,657005,4,36.19777,19,0,10
Soft Music/Juno Portraits Of The Jovian Sky,of Montreal,spotify:track:5V8co6Vavse9sOwIksEprS,0.653,0.74,5,-4.946,1,0.0398,0.0359,1.47e-06,0.0469,0.746,138.015,335893,4,32.84019,16,0,10
Suge,DaBaby,spotify:track:2gwkD6igEhQbDQegRCcdoB,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,163320,4,22.72264,9,1,10
Love Like Woe,The Ready Set,spotify:track:4XRZbiVdsA5qv6f6qP70lS,0.697,0.775,10,-4.106,1,0.0636,0.139,0.0,0.0737,0.822,90.015,200453,4,33.70704,9,1,10
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",spotify:track:0puf9yIluy9W0vpMEUoAnN,0.706,0.786,0,-3.417,0,0.0909,0.26,0.0,0.38,0.749,150.035,199387,4,26.88523,9,1,10
Places,Shlohmo,spotify:track:3oGqaG8lbdMzw4kgRb0CYz,0.356,0.469,6,-8.403,0,0.12,0.361,0.882,0.396,0.231,85.228,302211,4,23.77058,15,0,10
One Less Lonely Girl,Justin Bieber,spotify:track:69ghzc538EQSVon2Gm3wrr,0.58,0.75,4,-4.421,1,0.194,0.159,0.0,0.274,0.728,86.938,229107,4,53.04711,10,1,10
Speechless,Dan + Shay,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,213387,4,78.34329,7,1,10
The Middle,"Zedd, Maren Morris & Grey",spotify:track:09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4,20.25545,10,1,10
Steep Hills of Vicodin Tears,A Winged Victory for the Sullen,spotify:track:3ytUgxZj1EYHb8zlk5VKk6,0.0804,0.0836,11,-21.007,1,0.04,0.767,0.853,0.119,0.0498,82.14,266840,3,128.53203,11,0,10
Angel from Montgomery,John Prine,spotify:track:0rGiEQvF7oWkfqHxW9G6GC,0.575,0.482,0,-12.186,1,0.0323,0.721,0.0759,0.269,0.364,131.77,221600,4,37.89404,7,0,10
Ghost Town,Adam Lambert,spotify:track:44aN5xKL3kGHvQ5bXVk6B8,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955,208330,4,44.96767,10,1,10
Geraldines Routine,Tape Five,spotify:track:42l9bIPPT5555p3KeY83y2,0.817,0.683,10,-6.59,1,0.139,0.214,8.62e-06,0.0798,0.815,119.053,188911,4,65.90026,5,0,10
"Le Bien, Le Mal",Guru,spotify:track:4IVoyP0rurHAR1huGLRXs9,0.842,0.821,1,-9.86,1,0.163,0.0413,0.00249,0.346,0.594,101.986,202160,4,20.45929,12,0,10
Cheap Thrills,Freedom Dub,spotify:track:2K1PbCQGCS3lM2pFEBCzUl,0.754,0.615,6,-8.746,0,0.0461,0.0304,0.00578,0.179,0.62,90.005,216422,4,23.68503,9,0,10
Sexy People (The Fiat Song),Arianna Featuring Pitbull,spotify:track:4X06LeyOO0NZoqOowDmp3a,0.708,0.79,9,-4.49,0,0.0544,0.015,3.22e-05,0.272,0.657,131.075,208667,4,34.31392,8,1,10
Brood - Live @ Graspop Metal Meeting '18,Fleddy Melculy,spotify:track:6mfdBomp1s96ookz7WODoD,0.189,0.954,11,-4.084,1,0.102,0.00036,0.0432,0.602,0.0528,80.183,255293,4,35.7409,13,0,10
Hey Deannie,Mcrackins,spotify:track:3yCd0UD8yuVEzpMz8tgVSm,0.3,0.985,7,-3.161,1,0.112,0.00884,0.0,0.0788,0.53,171.613,164160,4,33.3251,10,0,10
Metal,Black Asteroid,spotify:track:7ulRdYSgqwrIK66h8WgyjV,0.775,0.919,7,-13.044,1,0.0426,0.359,0.922,0.118,0.0335,129.988,421210,4,70.85815,17,0,10
Record Year,Eric Church,spotify:track:5fSPbm5lcwtqwXkeQQswW8,0.589,0.641,5,-8.12,1,0.0838,0.205,0.0,0.0864,0.57,160.031,179347,4,35.1358,7,1,10
Fineshrine,Purity Ring,spotify:track:5KeyVNymqfqac1wLDseK8v,0.609,0.798,5,-4.448,0,0.0404,0.018,8.68e-06,0.434,0.401,130.034,209760,4,81.4581,7,0,10
Burn The Ships,for KING & COUNTRY,spotify:track:6qNSq6OKjNgXAn3Kj9HBKf,0.497,0.542,5,-7.398,1,0.0315,0.16,1.4e-05,0.084,0.0707,93.57,276400,4,37.17849,11,0,10
Magic,Coldplay,spotify:track:23khhseCLQqVMCIT1WMAns,0.738,0.483,6,-8.915,0,0.0403,0.0262,0.616,0.106,0.355,93.458,285014,4,30.37254,12,1,10
Selfish,Future Featuring Rihanna,spotify:track:6yHkPtl6UQ7RjtJLBPzbJw,0.415,0.369,8,-10.044,1,0.0741,0.0303,7.64e-06,0.383,0.0913,95.746,251423,4,26.52023,11,1,10
Shadow Days,John Mayer,spotify:track:3RgR3cFZ6xh7MlB9DURK6e,0.52,0.559,2,-9.615,1,0.0254,0.0736,0.349,0.116,0.254,146.944,228173,4,44.06129,10,1,10
Nazar Lag Jayegi,Millind Gaba,spotify:track:3y4e6lXqfubQYrAKhauUHX,0.768,0.828,10,-3.877,0,0.184,0.413,0.0,0.203,0.81,99.958,220159,4,28.71095,11,0,10
Stolen Dance,Milky Chance,spotify:track:6vECYJHxYmm3Ydt3fF01pE,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,313684,4,25.79624,12,1,10
Binaural Alpha Sinus 120 Hz - 128 Hz,Vorssenn,spotify:track:1dkEjpn7OcceNXA8TbO6fO,0.138,0.152,0,-17.319,1,0.0685,0.858,0.848,0.119,0.0349,81.558,208000,5,50.69956,9,0,10
Girl On Fire,Alicia Keys Featuring Nicki Minaj,spotify:track:4esOae7i4rqTbAu9o5Pxco,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,224920,4,45.17219,9,1,10
Le Cimetière Marin,Arve Henriksen,spotify:track:2iMAWzYlP6xVwql2UOPUGY,0.374,0.023,5,-20.869,0,0.0479,0.988,0.893,0.102,0.358,138.158,268346,3,28.43784,16,0,10
Kiss You,One Direction,spotify:track:0AkQbXGN4KG34TS7xLrM68,0.63,0.934,4,-2.559,1,0.0589,0.0186,0.0,0.324,0.905,89.992,182960,4,26.72317,7,1,10
Hey Mister,Miss May I,spotify:track:3ORgbqQVR5oj2QlX1nML8l,0.384,0.992,10,-3.249,0,0.125,3.36e-05,7.79e-05,0.565,0.0988,160.038,235640,4,36.82848,11,0,10
I Will Always Love You,Whitney Houston,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,0.306,0.214,4,-12.518,1,0.0356,0.844,5.3e-06,0.0839,0.108,66.98,271093,4,34.6764,11,1,10
Might Be,DJ Luke Nasty,spotify:track:7KLB6Jptw9wyQXkSLiO8qh,0.448,0.782,9,-6.766,0,0.458,0.378,0.0,0.114,0.694,74.037,210704,4,31.50573,7,1,10
Into Everlasting Fire,Immolation,spotify:track:2g6LzldW7Bl4LabnYx4PmG,0.213,0.903,1,-12.154,1,0.112,4.95e-05,0.842,0.151,0.265,140.969,315000,4,66.16864,13,0,10
Get Along,Kenny Chesney,spotify:track:6n6OQfBpCgzF9oEg8zhBN7,0.632,0.804,7,-6.109,1,0.0503,0.101,0.0,0.17,0.35,92.456,199625,4,58.62868,8,1,10
Earfquake,"Tyler, The Creator",spotify:track:5hVghJ4KaYES3BFUATCYn0,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,4,46.41927,9,1,10
Jerry Sprunger,Tory Lanez & T-Pain,spotify:track:6JsHgIkMYHcbNtKfsal2Mg,0.76,0.746,0,-5.331,0,0.227,0.137,0.0,0.0905,0.449,100.011,233546,4,48.30754,11,1,10
Sundrop Pop,CASTLEBEAT,spotify:track:0pnxSdMxpafEX3Oj7Az830,0.208,0.516,7,-8.479,1,0.0335,0.108,0.631,0.144,0.169,113.07,216944,4,48.93765,8,0,10
Metal Gods - Live from Battle Cry,Judas Priest,spotify:track:1ET9B8GT7Px38QlzKNPCCF,0.378,0.891,10,-4.735,1,0.0428,1.03e-05,0.0136,0.777,0.14,96.105,253867,4,48.45906,11,0,10
1901,Phoenix,spotify:track:3FM33HqRlV7J1QJoPOnd2u,0.591,0.831,0,-5.647,1,0.0415,0.0605,4.67e-05,0.19,0.705,144.084,193107,4,26.55089,10,1,10
Gunshotta,Machinedrum,spotify:track:5IM1TAhZ0tGhPketsWMC02,0.661,0.788,11,-7.828,0,0.141,0.00436,0.728,0.242,0.294,169.935,346118,4,39.35305,11,0,10
Wish You Were Here,Avril Lavigne,spotify:track:5XHf9PBxxHmJFuiDkGNIOA,0.454,0.865,4,-3.841,1,0.0561,0.0323,0.0,0.186,0.34,166.018,225760,4,28.77377,11,1,10
Korpi Metal Riders,Blood Region,spotify:track:3LeJAt7zy9WtuxcON4mndi,0.506,0.955,4,-6.801,0,0.0893,5.64e-05,0.0228,0.0943,0.257,111.196,242116,4,35.17601,12,0,10
De Kinderballade,Boudewijn de Groot,spotify:track:1LwIGBDEtLGsvFBaqT6Obl,0.361,0.244,7,-10.678,1,0.0293,0.816,1.84e-05,0.088,0.366,84.962,253533,4,43.31302,14,0,10
Cheap Thrills,Freedom Dub,spotify:track:2OiOPd52LlkVcXFQElxoPK,0.754,0.615,6,-8.746,0,0.0461,0.0304,0.00578,0.179,0.62,90.005,216422,4,23.68503,9,0,10
Might Not,Belly Featuring The Weeknd,spotify:track:5e9aFSdnkQUrm5y8Dhw0qN,0.792,0.563,1,-4.836,1,0.0787,0.318,0.0,0.13,0.321,134.022,224213,4,72.13853,11,1,10
Mark My Words,Justin Bieber,spotify:track:2SnNaoNhMjC1WRMTWD8qTX,0.383,0.256,0,-8.572,1,0.0332,0.88,2.69e-06,0.169,0.519,114.188,134347,4,50.80174,7,1,10
Numero,Apulanta,spotify:track:763AYt0KdmyCoLznknsBHO,0.577,0.858,10,-6.711,0,0.139,0.000299,0.0899,0.557,0.612,96.347,320893,4,54.4449,10,0,10
Farmer's Daughter,Rodney Atkins,spotify:track:5zGqTc1WQUe8XqqdnrpKTV,0.612,0.791,6,-3.519,1,0.0291,0.224,0.0,0.112,0.786,133.977,207040,4,48.57322,8,1,10
Nebelmond - Black Metal Version,Garden of Grief,spotify:track:5h3sar2TZKGMUJgttUZJdD,0.0805,0.957,6,-3.842,1,0.0966,7.3e-05,0.88,0.32,0.0374,170.144,826218,5,48.33551,28,0,10
Whispered Relaxing Haircut Pt. 6,Gibi ASMR,spotify:track:21Fzow7ardx92MWMkgWoOH,0.346,0.0127,8,-41.408,1,0.141,2.31e-05,0.0245,0.0864,0.184,82.447,315600,4,57.95194,11,0,10
"Fight On, Fighter",for KING & COUNTRY,spotify:track:7lPM8uXuIO5MDWv6L0TPaZ,0.616,0.641,1,-6.696,1,0.0354,0.0104,0.0,0.0813,0.134,107.979,218107,4,22.40093,10,0,10
Aggressive Fornicator,Blasfemia,spotify:track:6HCF6S8JvzoetNyLoQGlnL,0.197,0.977,1,-7.156,1,0.172,1.82e-05,0.943,0.324,0.115,124.868,245000,4,26.82766,9,0,10
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,spotify:track:543bCW2ruMPmxUBWirQ3MR,0.746,0.787,4,-6.373,1,0.12,0.214,0.0,0.0669,0.607,95.005,206187,4,31.46021,11,1,10
Promise,Romeo Santos Featuring Usher,spotify:track:0jr6tT2vc4cIFPHb6wufG3,0.764,0.739,1,-6.422,1,0.0574,0.403,0.0,0.0821,0.77,132.995,252253,4,30.1019,11,1,10
The Man,Aloe Blacc,spotify:track:2stPxcgjdSImK7Gizl8ZUN,0.308,0.769,11,-7.256,0,0.065,0.0331,0.0,0.214,0.488,81.853,254880,4,29.07343,11,1,10
