track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,hit,era
Freeze-frame,The J. Geils Band,spotify:track:6QqK6a1CmV4L504uMQaGDH,0.573,0.806,0,-10.978,1,0.0356,0.151,0.0116,0.405,0.934,186.328,237507,4,46.9204,10,1,80
Shanghai Breezes,John Denver,spotify:track:5Dx2QCUDNoi398TKr3YwAv,0.359,0.248,4,-15.745,1,0.0743,0.838,9.8e-06,0.815,0.436,133.787,177693,5,40.84326,9,1,80
The Limerick Rake,The Pogues,spotify:track:4CWQo9R3eNXy5h4ppT2I9W,0.484,0.555,9,-12.995,0,0.0583,0.191,0.0333,0.0528,0.731,118.19,192653,4,38.01042,7,0,80
Change The Track - Micaliami Hip House Mix,Brooklyn Funk Essentials,spotify:track:61nSA9zz4ei55isaATYCkQ,0.815,0.891,4,-7.371,0,0.106,0.0123,0.24,0.404,0.415,120.456,238423,4,35.40511,11,0,80
Third Time Lucky (First Time I Was A Fool),Foghat,spotify:track:2GrXeR0yhjkyXTp0alMF2u,0.666,0.664,0,-8.061,1,0.0272,0.286,1.6e-05,0.547,0.82,116.319,252169,4,55.67455,10,1,80
The Terminator (Main Title),Brad Fiedel,spotify:track:6vIZTOdX8TPTRBqcloIsUz,0.156,0.429,3,-19.091,1,0.0609,0.868,0.87,0.107,0.0676,69.282,160925,5,13.6446,8,0,80
Devotion - Extended Version,Ten City,spotify:track:340YDZMetwJq6sby0pH4gr,0.717,0.495,6,-16.715,0,0.0582,0.337,0.404,0.307,0.733,120.262,411933,4,96.63855,15,0,80
Fantasy,Aldo Nova,spotify:track:1zrba5qe6xkC84AlbXNa6u,0.515,0.878,0,-6.808,1,0.0707,4.7e-05,0.000349,0.138,0.371,131.268,303293,4,51.28412,8,1,80
Dreams,Van Halen,spotify:track:2APxH5XbOLDTmW9X5yi6Hw,0.455,0.758,0,-11.361,1,0.0454,0.223,2.51e-06,0.0986,0.54,141.304,294000,4,129.2058,7,1,80
Out Of Mind Out Of Sight,Models,spotify:track:7bdUKJBcNob37UCRAs1wC6,0.628,0.771,6,-13.637,0,0.0536,0.0117,0.000986,0.203,0.793,122.091,217467,4,49.31959,8,1,80
Spc,Zeca Pagodinho,spotify:track:0IEbtavzyWh3EHchvR5Jjt,0.77,0.732,2,-9.981,1,0.0681,0.157,0.0,0.101,0.951,107.308,203000,4,57.35139,9,0,80
Coincidir,Mexicanto,spotify:track:7xPi5nwHNB12Dup5m1KmqW,0.497,0.235,2,-13.42,1,0.0379,0.962,0.00706,0.111,0.295,168.637,164160,4,51.1667,8,0,80
Apparition de l'Eglise Eternelle,Olivier Messiaen,spotify:track:2xYFaM5oEDrYkZCEj2KPEY,0.0687,0.11,5,-13.857,1,0.0357,0.205,0.775,0.0922,0.0293,76.92,686160,4,73.57086,35,0,80
Double Dutch Bus,Frankie Smith,spotify:track:1EVJeWeItAPcATFolrw3VR,0.915,0.52,8,-9.257,1,0.132,0.0018,0.00035,0.0293,0.471,119.47,320973,4,97.40706,12,1,80
Ways To Be Wicked,Lone Justice,spotify:track:2Oxrq0oQaQb5dtswjYMwmm,0.608,0.653,2,-11.662,1,0.0276,0.0418,1.63e-06,0.962,0.956,124.665,205333,4,61.3237,8,1,80
Midnight Blue,Louise Tucker,spotify:track:4jxC9fsCsG9oGFQjJUp71v,0.622,0.498,0,-10.081,1,0.0263,0.228,0.5,0.149,0.296,122.185,238275,4,36.46375,14,1,80
Like To Get To Know You Well,Howard Jones,spotify:track:4U5Te3C8adcnclsVqppxKy,0.759,0.599,8,-9.504,1,0.0395,0.169,0.000946,0.0369,0.895,97.29,240187,4,20.74457,11,1,80
Amor y Alegria,Luis Enrique,spotify:track:5YUmhkyMofjeZF24IagoGU,0.645,0.629,2,-9.57,1,0.0399,0.367,3.94e-06,0.15,0.894,93.143,290373,4,46.48428,14,0,80
Hurts To Be In Love,Gino Vannelli,spotify:track:4mABkexJ1CHRytW0d6rHFu,0.411,0.609,2,-6.867,0,0.0312,0.448,1.25e-05,0.123,0.347,143.494,290247,4,43.15617,13,1,80
When It Feels Good,The Darling Buds,spotify:track:2E7noXDRCk9Ns85kcvImCv,0.462,0.723,4,-10.801,1,0.0307,0.0559,0.0744,0.0901,0.573,130.171,224027,4,47.0424,10,0,80
Where Do Broken Hearts Go,Whitney Houston,spotify:track:7tLtIZclwLWk54PFAyDv5T,0.464,0.386,2,-12.174,1,0.0292,0.632,0.0,0.0682,0.251,61.868,277600,4,49.23549,9,1,80
Garden Party,Herb Alpert,spotify:track:2YOKbPcXmp9qlOon8Jk2UP,0.763,0.391,7,-12.171,1,0.0331,0.425,0.251,0.0581,0.888,89.588,316536,4,30.1442,11,1,80
Let's Put The X In Sex,KISS,spotify:track:1wVslVHkU5N8b8JIzFbpb0,0.767,0.7,0,-9.879,1,0.0288,0.0873,6.21e-06,0.226,0.853,111.134,230621,4,41.31444,10,1,80
Hungry Like The Wolf,Duran Duran,spotify:track:39lSeqnyjZJejRuaREfyLL,0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,220627,4,40.47704,8,1,80
You're Driving Me Out Of My Mind,Little River Band,spotify:track:4LfWMwJSjyVj0kPJHecc69,0.633,0.727,0,-7.69,1,0.0265,0.0207,0.000111,0.265,0.918,110.867,313160,4,32.5634,15,1,80
Body and Soul - 1996 Remastered - Take 2,Benny Goodman Trio,spotify:track:44A3gCwhADwREEqnG2Yj5o,0.676,0.0905,10,-21.941,0,0.0387,0.995,0.896,0.122,0.551,95.975,207400,4,24.23485,12,0,80
Black Dog,Newcity Rockers,spotify:track:3F92HdpLwf09U4qBPegoCs,0.55,0.747,9,-8.687,0,0.0328,0.000669,0.000414,0.0831,0.805,95.476,238167,4,57.39448,9,1,80
While You See A Chance,Steve Winwood,spotify:track:4JAFyW6oZV6DIADeV619QG,0.602,0.732,2,-8.29,1,0.0282,0.36,0.000314,0.0755,0.411,129.355,312773,4,32.55373,14,1,80
Me Voy,Isabel Pantoja,spotify:track:0Ebktuylt9TU8u7udHOg7z,0.354,0.322,7,-12.477,1,0.0324,0.593,0.0,0.0613,0.225,94.037,237227,4,20.69286,16,0,80
Boys Do Fall In Love,Robin Gibb,spotify:track:3kkWD4jESZLL9eXrzJypGH,0.829,0.604,0,-14.044,1,0.0304,0.118,1.62e-05,0.0746,0.881,125.332,227281,4,34.73104,12,1,80
Stone Cold Bush - Remastered,Red Hot Chili Peppers,spotify:track:6vmvgfFCAUFyAiFLkg6FXr,0.384,0.968,8,-3.601,1,0.124,0.000187,1.07e-05,0.308,0.449,134.502,185880,4,25.23704,9,0,80
I Love A Rainy Night,Eddie Rabbitt,spotify:track:0zvNHIL7ci0ZzIoWU6RO2u,0.685,0.718,0,-7.724,1,0.0521,0.122,0.0,0.0556,0.958,131.463,191067,4,39.67544,9,1,80
Rebel Yell,Billy Idol,spotify:track:4TIJ7zSBNejpoIPaWpWRKc,0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,288533,4,18.22209,15,1,80
Ay Amor,Ana Gabriel,spotify:track:0fC6Szw2CX8XZYsydOLmVC,0.485,0.528,6,-12.048,1,0.0331,0.463,0.0,0.0755,0.382,149.119,201040,4,24.17975,13,0,80
Paradise,Change,spotify:track:56nRvG4Te0dtmgxnhJBVm7,0.825,0.941,9,-5.072,1,0.049,0.126,0.00137,0.421,0.838,115.391,312960,4,68.46192,8,1,80
Esos ojos negros,Duncan Dhu,spotify:track:13MV4IsrVMUmGzuqz0T6oK,0.625,0.409,7,-8.706,1,0.038,0.109,0.0,0.126,0.44,128.602,215680,4,41.76264,10,0,80
Illegal Alien,Genesis,spotify:track:3luK0EopBKssq6nOSlQFpe,0.626,0.914,10,-6.94,1,0.0505,0.0813,0.00534,0.355,0.962,144.314,316880,4,20.54636,15,1,80
Wenn der Himmel brennt,Slime,spotify:track:1LtIsXAWaWIs1ZTadauJHv,0.368,0.992,9,-3.185,0,0.189,0.0351,0.00197,0.133,0.0744,110.027,177600,4,25.20706,9,0,80
I'm No Angel,The Gregg Allman Band,spotify:track:2Yt2u7vNSCkPUy1awRFSPV,0.621,0.773,4,-12.157,1,0.0475,0.144,0.0,0.161,0.856,140.748,222893,4,20.54572,11,1,80
The Spirit Of Radio,Rush,spotify:track:4e9hUiLsN4mx61ARosFi7p,0.365,0.924,4,-7.066,1,0.0488,0.0144,0.000254,0.423,0.632,135.811,296467,4,85.19892,11,1,80
Heart To Heart,Kenny Loggins,spotify:track:2KaA0Tgl3RmQLzcvLEtzLH,0.698,0.456,0,-12.773,1,0.039,0.356,2.96e-05,0.0313,0.796,81.66,322333,4,63.06501,10,1,80
Krugerrand Gladiators,The Cleaners From Venus,spotify:track:5mFOtE2JJOTklHYW2TB9cG,0.602,0.91,3,-6.572,0,0.169,0.14,0.0634,0.0928,0.736,84.398,218560,4,23.30244,8,0,80
Lonely School,Tommy Shaw,spotify:track:44JFvUCM9325jy7M10AKBg,0.492,0.612,7,-11.156,1,0.0328,0.187,0.0,0.08,0.412,143.748,300480,4,30.49254,12,1,80
Talk To Me,Fiona,spotify:track:0uFQ4gsufjxCbyoQ532xmk,0.639,0.745,4,-9.399,0,0.0319,0.32,0.00011,0.059,0.779,103.679,230640,4,39.99994,10,1,80
Takin' It Back,Breathless,spotify:track:6VpWx1LPR1oxuRMfdxtPNA,0.652,0.881,1,-6.795,0,0.0414,0.009,0.00422,0.0575,0.964,117.452,202427,4,24.86611,10,1,80
That's All,Genesis,spotify:track:0UckGUU35gJ8dy6Be8CGyV,0.729,0.389,3,-8.603,1,0.0468,0.385,0.0,0.128,0.467,121.307,199653,4,23.5093,10,1,80
Libertad,Nana Mouskouri,spotify:track:3MKcTKttSWHDsQm1bao4z4,0.126,0.262,6,-15.139,1,0.0408,0.934,5.29e-06,0.176,0.162,79.017,240053,4,98.93968,8,0,80
Credit Racket - Live,Laurie Anderson,spotify:track:3tRXxzLLYWvxvolvX0v2Ud,0.299,0.34,10,-17.856,1,0.0404,0.772,0.426,0.374,0.306,116.266,211693,4,44.8083,12,0,80
I'm That Type Of Guy,LL Cool J,spotify:track:2qqqDzzl3nt2ICOy8uH0h6,0.853,0.715,1,-6.155,0,0.136,0.00352,0.547,0.206,0.868,119.46,317480,4,36.1513,15,1,80
Killing Me Softly,Al B. Sure!,spotify:track:6SfLOaHzIw2Md8r0swZ6RO,0.694,0.26,5,-18.7,0,0.0367,0.504,0.0,0.154,0.366,125.076,291200,4,15.94511,12,1,80
"Surrender To Me (From ""Tequila Sunrise"")",Ann Wilson & Robin Zander,spotify:track:0Mqlf5OTGoeUgoeqL1Mzew,0.37,0.683,11,-5.702,0,0.036,0.452,8.11e-06,0.167,0.118,148.052,244733,4,40.02333,15,1,80
Rock You,Helix,spotify:track:2sd8DUzBIaNBzkgEPGsHV6,0.469,0.981,7,-3.678,1,0.102,0.0128,0.000467,0.514,0.217,101.717,173407,4,50.12437,7,0,80
Nirvana,Death In June,spotify:track:2gQ6vQMcLxscb5Xj16gdbt,0.513,0.936,9,-7.925,0,0.169,0.0843,0.292,0.404,0.389,136.583,166400,4,29.5096,11,0,80
Samson And Delilah,Rev. Gary Davis,spotify:track:1v4OqleXWTeORpLcPtAxyH,0.725,0.221,7,-14.156,1,0.0896,0.842,0.212,0.0773,0.686,122.577,233440,4,22.72701,11,0,80
On And On And On,ABBA,spotify:track:5k64eI1sCsJiFjkM2HTFi3,0.706,0.909,5,-6.002,1,0.0276,0.267,0.0689,0.161,0.945,128.005,220267,4,32.34037,9,1,80
Dance Little Sister,Terence Trent D'Arby,spotify:track:4o9Kj7onklt6xbYl3jVArp,0.722,0.696,2,-11.095,0,0.0901,0.161,0.0,0.0755,0.93,115.397,234640,4,68.47258,8,1,80
Crown The Queen,Harvey Reid,spotify:track:2Og8TTDHu9cSh4mXatveCC,0.442,0.321,5,-12.486,1,0.0364,0.281,0.0119,0.103,0.207,138.294,210027,4,18.90062,11,0,80
Stranger (Remix),Clan of Xymox,spotify:track:0AE61MNzWxBHm5e8HC1qkH,0.602,0.67,10,-13.292,0,0.0472,0.0048,0.732,0.134,0.426,129.455,321507,4,28.00788,13,0,80
Deep Down Trauma Hounds,Skinny Puppy,spotify:track:3bjM6JI3xdj8AIhq2X9Y8W,0.703,0.527,10,-16.199,0,0.0665,0.0161,0.013,0.393,0.269,110.06,281560,4,48.82267,10,0,80
Sounds Of Your Voice,Jon Butcher Axis,spotify:track:2Q9xhqp2utmGh99BYdmYnN,0.68,0.594,11,-9.808,1,0.0296,0.293,0.0,0.165,0.78,115.413,217973,4,31.19334,9,1,80
Starting Over Again,Dolly Parton,spotify:track:3IdA23oYoX5zI7JGK8hV6P,0.447,0.171,10,-12.771,1,0.0322,0.808,4.81e-05,0.12,0.294,137.141,238200,4,38.63688,10,1,80
You're A Friend Of Mine,Clarence Clemons & Jackson Browne,spotify:track:4aqCPPCnEQCuI4bC18wm1W,0.595,0.919,11,-6.154,1,0.038,0.0707,7.14e-05,0.212,0.74,92.703,290933,4,25.3315,15,1,80
She's In Love With You,Suzi Quatro,spotify:track:045XVlFh8JdF93BYLOlLD8,0.657,0.857,11,-7.02,1,0.0456,0.0716,1.52e-05,0.0774,0.624,125.858,212987,4,26.56719,9,1,80
Nine Million Rainy Days,The Jesus and Mary Chain,spotify:track:77UPPPUsW9xaoA9rFYaJuO,0.456,0.729,9,-8.413,0,0.0293,0.00712,0.758,0.116,0.371,178.797,270785,4,31.96727,14,0,80
Just a Little bit South of N.C.,Glenn Miller Orchestra,spotify:track:2FwqnrjlGoAZZ00Ybe27uC,0.521,0.474,8,-12.904,1,0.152,0.964,0.0124,0.679,0.573,160.098,128160,4,22.41306,6,0,80
Run Through the Jungle,The Gun Club,spotify:track:0zKTZNZCqBFldmf7jn40YC,0.434,0.95,9,-4.684,1,0.0968,0.00557,1.5e-05,0.104,0.646,138.341,248560,4,60.90287,10,0,80
Lady,The Whispers,spotify:track:7sPLPOIORz3sLE2oNbpndr,0.495,0.393,9,-8.634,0,0.0593,0.353,3.42e-05,0.138,0.71,67.953,307507,4,70.32825,14,1,80
When The Feeling Comes Around,Jennifer Warnes,spotify:track:2YLmGC20C23WHlU1hNPeRA,0.618,0.487,2,-11.592,1,0.0827,0.508,0.0,0.0595,0.857,118.16,197067,4,36.63264,9,1,80
"Oh, Sherrie",Steve Perry,spotify:track:4zEi4tr3lEhiAvTRxEzbEz,0.333,0.695,5,-5.116,1,0.0465,0.372,7.13e-06,0.107,0.317,203.753,229347,4,34.03893,10,1,80
Never Die Young,James Taylor,spotify:track:0ALbTno07vq90jEOFcHCbd,0.783,0.498,4,-10.446,1,0.0305,0.61,0.00178,0.196,0.609,123.89,264000,4,31.53762,10,1,80
Jungle Love,The Time,spotify:track:0QUpBXTOdB4JJyTGFN6dH1,0.761,0.641,8,-13.466,0,0.0445,0.0713,0.0269,0.483,0.822,119.61,333360,4,20.86481,11,1,80
Sequel,Harry Chapin,spotify:track:0HFW81AR9sO7FiCBy75O5b,0.57,0.368,9,-13.054,1,0.0334,0.56,0.0,0.155,0.445,129.421,398267,4,41.61067,16,1,80
Is This Love,Pat Travers Band,spotify:track:6bpImvIKBxcNT8eAslInnN,0.665,0.396,1,-13.893,1,0.101,0.0319,0.0,0.0862,0.576,123.88,328467,4,31.48069,18,1,80
Esse brilho em teu olhar,Lulu Santos,spotify:track:4L64qoPWxSgoeUf7C1aCg7,0.727,0.404,4,-13.753,1,0.042,0.298,0.0874,0.117,0.331,95.407,246467,4,62.8392,12,0,80
Two Tribes,Frankie Goes To Hollywood,spotify:track:5NN5MQyE3Lo91zAEHpGa7S,0.54,0.621,7,-13.165,1,0.0369,0.00292,0.00287,0.367,0.195,130.202,208133,4,70.48362,7,1,80
Fool In The Rain,Led Zeppelin,spotify:track:62p6fF2r4NY6pwZbxxvmr8,0.539,0.866,0,-8.404,1,0.0483,0.0866,0.00414,0.0953,0.761,130.345,372893,4,92.153,13,1,80
Battleship Chains,The Georgia Satellites,spotify:track:0dJEQ01IPN4ukqRsPrm4ab,0.502,0.87,0,-7.705,1,0.0324,0.000522,0.00299,0.39,0.877,130.405,177215,4,28.90195,12,1,80
Big Spike Hammer,The Bluegrass Album Band,spotify:track:0rs8TrBde7bahZ3mt0y8kV,0.597,0.566,11,-12.943,1,0.0335,0.508,0.0137,0.174,0.854,121.984,181307,4,41.23707,10,0,80
Windows,Missing Persons,spotify:track:1xBl90mVMPL3XyEa2RLgkW,0.664,0.689,6,-10.063,1,0.0305,0.142,2.82e-06,0.115,0.605,132.15,302373,4,52.99255,12,1,80
Wise Up,Amy Grant,spotify:track:5sOTZX5LqMQ0Y1U4631cY5,0.739,0.886,2,-6.128,1,0.036,0.0764,0.000133,0.683,0.788,107.367,232107,4,22.47915,9,1,80
El Dios De Israel Es Poderoso,Palabra en Acción,spotify:track:6UIyQwhvmx8VuAVtMJeL8O,0.548,0.716,0,-8.933,0,0.129,0.391,0.0,0.699,0.732,139.34,196293,4,48.64302,8,0,80
Just The Two Of Us,"Grover Washington, Jr. (With Bill Withers)",spotify:track:1ko2lVN0vKGUl9zrU0qSlT,0.803,0.488,1,-9.303,1,0.0803,0.576,0.0609,0.0763,0.624,95.771,237106,4,58.38841,9,1,80
I'm Alright,Kenny Loggins,spotify:track:7vJnM5FUcOV3xAKJHSSUWj,0.554,0.833,7,-7.562,1,0.0459,0.128,1.75e-06,0.3,0.95,162.854,226373,4,22.742,10,1,80
Should I Stay Or Should I Go,The Clash,spotify:track:39shmbIHICJ2Wxnk1fPSdz,0.742,0.833,2,-6.463,1,0.115,0.079,0.0,0.384,0.816,113.375,188987,4,38.80167,8,1,80
Hare Krishna (Mahamantra),Jagjit Singh,spotify:track:4GxKzI5zyrignRGh9xuaIT,0.412,0.38,8,-10.348,0,0.0269,0.729,0.0,0.364,0.112,77.608,210029,4,19.73325,8,0,80
Quando Gira o Mundo (Que no Se Acabe El Mundo),Fábio Jr.,spotify:track:5YHCFidy08VLuVGVLELptH,0.578,0.509,9,-10.379,1,0.0284,0.377,0.0,0.085,0.377,138.192,264973,4,64.25149,9,0,80
"Concerto No. 2 for Flute and Orchestra, Op. 111: I. Allegro moderato",Malcolm Arnold,spotify:track:4lJ5xsUeKpgbAiujOsrYDo,0.302,0.0537,9,-26.761,0,0.0463,0.961,0.754,0.148,0.04,124.211,351867,4,28.57359,19,0,80
"Sleep, Sleep, Sleep",Duke Ellington,spotify:track:6LEIAoV2DISjdjJpNGwwYK,0.585,0.252,5,-11.672,0,0.0336,0.575,0.0828,0.134,0.453,107.943,166933,4,32.96129,7,0,80
Wishing (If I Had A Photograph Of You),A Flock Of Seagulls,spotify:track:2mwdSJZlzXOJqTQ37rpIbv,0.507,0.803,1,-5.176,1,0.0388,0.104,0.678,0.054,0.682,120.23,330427,4,39.11572,18,1,80
A Day Together - Somewhere In Time/Soundtrack Version,John Barry,spotify:track:0yWDaKOFVtbBztfEGE8TLH,0.0914,0.155,0,-18.33,1,0.0359,0.924,0.838,0.102,0.0635,83.973,368773,3,42.33891,17,0,80
You Make Me Feel Like A Man,Ricky Skaggs,spotify:track:3TIMbjD86wxWup2QntiJgT,0.584,0.346,5,-9.216,1,0.026,0.114,2.03e-06,0.687,0.52,104.493,253533,4,28.13033,11,0,80
Head Over Heels,Tears For Fears,spotify:track:5lwQGZYF4BXOzFtXc5zk8q,0.623,0.739,7,-8.116,1,0.0244,0.338,1.88e-05,0.109,0.642,95.007,257316,4,71.52376,9,1,80
Always Returning - Remastered 2005,Brian Eno,spotify:track:1ps5sx71OhHiBVmGiKQSne,0.299,0.114,10,-24.355,1,0.042,0.687,0.859,0.0764,0.131,70.729,244181,4,32.8776,9,0,80
If This Is It,Huey Lewis & The News,spotify:track:2pAdtQuiEVGr7nOXGiv7t4,0.376,0.667,7,-7.407,1,0.0356,0.209,1.5e-06,0.317,0.844,108.177,233160,4,82.10881,9,1,80
Nothin (That Compares 2 U),The Jacksons,spotify:track:4wfqntsKjeI91KlnAJ9Clh,0.77,0.754,2,-10.784,1,0.0484,0.0464,0.0,0.309,0.559,104.784,322160,4,32.85465,13,1,80
Here Comes My Girl,Tom Petty And The Heartbreakers,spotify:track:685sEpLJe80Zzuxz3siOVT,0.578,0.734,4,-6.09,1,0.0304,0.0517,0.233,0.165,0.373,104.851,264453,4,27.31388,13,1,80
Improvisation & Prelude,Anthony Braxton,spotify:track:501Z4NJzIdDwNrOxZzDU41,0.56,0.0513,2,-18.009,0,0.0608,0.974,0.234,0.108,0.193,113.657,366600,3,50.25204,18,0,80
Live Every Moment,REO Speedwagon,spotify:track:3ZZnvxAiNumTbQn5Oudoxd,0.524,0.916,9,-6.56,1,0.0285,0.0268,0.000441,0.265,0.963,156.656,301773,4,24.69795,15,1,80
Nadie Es Como Tu,Rocío Dúrcal,spotify:track:1pAbxPEY5qiSJJRXpatqty,0.543,0.53,0,-7.235,1,0.0284,0.679,0.0,0.26,0.781,127.864,182560,4,33.80435,10,0,80
Leave Me In Hell,Venom,spotify:track:5vCX1T6sQpjwL9cZ5fi6He,0.272,0.772,1,-11.23,1,0.0398,3.6e-06,0.00751,0.152,0.255,108.018,213560,4,94.94968,6,0,80
"Small Man, Big Mouth",Minor Threat,spotify:track:4mvVR2d9B1Q2LpPoGSNtno,0.462,0.883,0,-7.607,1,0.051,0.0085,0.00122,0.285,0.857,99.227,57573,4,8.27712,3,0,80
Cocaine Blues,Dave Van Ronk,spotify:track:6t5lUqUP4okIeVOnn6t3qt,0.604,0.103,1,-19.879,1,0.0401,0.89,0.000158,0.113,0.347,121.386,256173,4,96.62233,10,0,80
Fortress Around Your Heart,Sting,spotify:track:06IsyJksK6vgJX66rU77Ij,0.681,0.476,7,-15.447,1,0.0294,0.294,6.18e-06,0.079,0.668,120.534,279693,4,56.60855,12,1,80
Nobody Weird Like Me - Remastered,Red Hot Chili Peppers,spotify:track:0tp9eoX9x9RZ2STDVarBBs,0.167,0.975,2,-4.279,1,0.216,0.000169,0.0161,0.172,0.0918,199.06,229960,4,29.36212,12,0,80
Crazay,Jesse Johnson (Featuring Sly Stone),spotify:track:4lLlcw6MrW2tDwybsuu5wu,0.778,0.917,1,-10.775,1,0.0585,0.0602,0.000323,0.119,0.56,113.438,241893,4,29.26889,12,1,80
Do You Believe In Shame?,Duran Duran,spotify:track:4umuMi2giGbdbVbsVZ5ADf,0.651,0.417,0,-12.755,1,0.0281,0.00021,0.0547,0.167,0.245,110.089,264480,4,39.73169,10,1,80
Cross My Heart,Lee Ritenour,spotify:track:1DxX1D2pug5lSaf5XXjwuq,0.855,0.438,11,-12.563,0,0.0359,0.0231,0.000362,0.0537,0.944,120.405,226640,4,32.94526,10,1,80
North,Current 93,spotify:track:4mMkawC8o9xgI4D9rXER6t,0.513,0.0787,0,-12.428,1,0.052,0.859,0.0,0.177,0.196,119.71,42707,3,0.0,2,0,80
Dreaming Girl,bel canto,spotify:track:0a0NehF0F8vrxem0q3m4zd,0.558,0.52,2,-14.011,1,0.0365,0.11,1.76e-06,0.183,0.904,94.953,184627,4,65.32243,8,0,80
Game Over,Nobuo Uematsu,spotify:track:4Ugc5BKJGixRHUAevhaxSU,0.372,0.119,0,-12.57,1,0.0344,0.101,0.969,0.212,0.46,100.17,49227,4,23.62594,4,0,80
Seria Fantastic - En Directo,Joan Manuel Serrat,spotify:track:6icfNbSCHCEFCCD1ln01Lc,0.413,0.419,9,-9.678,1,0.0576,0.885,0.0,0.929,0.192,82.555,336347,5,34.33664,12,0,80
Albtraum,Slime,spotify:track:3aX91W3YjctFmddWCJXpXy,0.282,0.984,0,-4.711,1,0.169,0.00466,0.00185,0.735,0.175,112.375,179413,4,50.64747,8,0,80
Worlock,Skinny Puppy,spotify:track:1OY3V4AB64zZanzBQ4b8Z1,0.618,0.902,0,-6.175,1,0.0676,0.00489,0.00445,0.126,0.452,91.393,330240,4,28.31056,10,0,80
R.O.C.K. In The U.S.A. (A Salute to 60's Rock),John Mellencamp,spotify:track:0lqfBvf1Gqmmt3l5Qeirlm,0.433,0.958,9,-4.009,1,0.0818,0.00943,2.73e-06,0.227,0.874,164.009,174360,4,17.59127,9,1,80
Sisters Of The Moon,Fleetwood Mac,spotify:track:7Gjj6NxSsVwXfOXUjvjCXv,0.685,0.526,9,-8.849,0,0.03,0.0313,0.395,0.11,0.455,114.992,283013,4,44.69315,8,1,80
Jehovah-Jireh - Live,Don Moen,spotify:track:3SsK7VCQWZRrhf3SmpVYUO,0.44,0.437,4,-11.402,0,0.0308,0.539,0.0,0.632,0.596,124.906,151293,4,98.4213,4,0,80
You Are My Heaven,Roberta Flack With Donny Hathaway,spotify:track:36Lo6DYzqyGLVFoPQSspmF,0.593,0.579,1,-10.692,1,0.0521,0.171,0.000203,0.611,0.705,101.649,254453,4,18.52286,10,1,80
Back To The Bullet,Saraya,spotify:track:0vFOxSmQ2DvSlqeicQFGZO,0.406,0.779,1,-8.454,0,0.0337,0.0261,2.71e-06,0.115,0.47,106.018,229840,4,25.29697,11,1,80
In the Blood,Metal Church,spotify:track:2leMkzir5YCzhIrBJFR5jO,0.338,0.92,4,-13.102,1,0.055,0.00118,0.349,0.0539,0.239,154.757,211427,4,25.50207,11,0,80
Tonight I'm Yours (Don't Hurt Me),Rod Stewart,spotify:track:5sgVguJJlA7thC8ybAFOo5,0.68,0.826,9,-4.958,1,0.0671,0.0683,0.444,0.0861,0.963,158.314,251867,4,25.10607,10,1,80
Peanut Butter,Twennynine Featuring Lenny White,spotify:track:1avLYHHR0AEDmZVbicpWpu,0.797,0.656,2,-8.619,1,0.0587,0.054,0.00205,0.131,0.962,119.456,217453,4,38.41018,8,1,80
Rock por la Vida,Miguel Cantilo,spotify:track:3Kd8TCNffyEPa3B9Xvh5kn,0.503,0.838,2,-6.352,1,0.0895,0.00526,2.5e-05,0.0894,0.778,186.161,322600,4,20.28649,17,0,80
This Time,Bryan Adams,spotify:track:27RJqlzy0TXZloJIuEYEbG,0.565,0.531,2,-16.233,1,0.0329,0.0033,0.000564,0.472,0.697,126.715,200560,4,32.9383,12,1,80
Yes He Ran,Skinny Puppy,spotify:track:603DGYWkVfeS5HPWilHu7T,0.58,0.754,7,-12.562,1,0.0466,0.000415,0.626,0.341,0.373,99.748,388160,4,29.75349,19,0,80
I Want You,Shana,spotify:track:0sdtAStTSLikyTg9PTTyys,0.741,0.81,5,-10.751,1,0.0524,0.241,0.18,0.0921,0.827,119.629,305773,4,33.34488,12,1,80
Hot Rod Hearts,Robbie Dupree,spotify:track:1QEZIhNmz28cJ2Lr45MKJ4,0.599,0.482,7,-11.25,1,0.0345,0.339,1.49e-06,0.426,0.654,118.356,221627,4,48.46081,10,1,80
Island Of Lost Souls,Blondie,spotify:track:6zpOOolgl41YcyyQfbykpR,0.599,0.632,2,-8.77,1,0.0432,0.181,0.00187,0.638,0.835,81.287,230120,4,37.36599,10,1,80
You're My Blessing,Lou Rawls,spotify:track:3av8222ArMb8u8dXMtXAFV,0.808,0.616,10,-10.995,0,0.0454,0.316,0.0024,0.0648,0.804,112.56,261333,4,86.76976,9,1,80
I'm Available to You,Rev. Milton Brunson,spotify:track:2lWFN5HviKVkFtybv85FaU,0.201,0.376,10,-14.658,1,0.0356,0.556,0.0,0.913,0.215,90.702,379735,4,19.73129,17,0,80
On The Way To The Sky,Neil Diamond,spotify:track:1JfCKlPwbIty2pGavUFsu6,0.422,0.155,0,-18.412,1,0.0292,0.423,3.07e-06,0.133,0.0739,94.256,226400,3,29.23617,11,1,80
